# %ECSV 0.9
# ---
# datatype:
# - {name: energy, unit: eV, datatype: int64}
# - {name: AlOxide, datatype: float64, description: 10 nm Al2O3 (density 3.97)}
# - {name: Al, datatype: float64, description: 30 nm Al}
# - {name: Kapton, datatype: float64, description: 45 nm C22H10N2O5 (density 1.43)}
# - {name: 95% mesh, datatype: float64, description: 95% mesh}
# - {name: Detector QE, datatype: float64, description: Detector QE (source unknown)}
# - {name: Total_throughput, datatype: float64}
# meta: !!omap
# - {ORIGFILE: XGSdetQE_10nmAl2O3_30nmAl_45nmPoly_95mesh.txt}
# - {origin: "-------- Forwarded Message --------\nSubject: \tRe: [xrs-iwg-chairs] Fwd:\
#     \ filter+QE curve\nDate: \tFri, 11 May 2018 10:17:35 -0400\nFrom: \tRandall McEntaffer\
#     \ <rlm90@psu.edu>\nTo: \txrs-iwg-chairs@cfa.harvard.edu\n\n\nOK - please ignore\
#     \ everything I said yesterday (if you haven't \nalready).  Please delete the data\
#     \ file I sent yesterday in an effort to \nkeep it from floating around and causing\
#     \ even more confusion.\n\nI've attached a file to replace the one I sent yesterday.\
1608 0.98951 0.9691 0.99532 0.95 0.9959016 0.903007895
1612 0.98957 0.96928 0.99535 0.95 0.9959325 0.903285634
1616 0.98963 0.96946 0.99538 0.95 0.9959545 0.903555348
1620 0.9897 0.96963 0.99542 0.95 0.9959754 0.903832999
1624 0.98976 0.96981 0.99545 0.95 0.9960074 0.904111884
1628 0.98982 0.96998 0.99548 0.95 0.9960283 0.904371415
1632 0.98988 0.97015 0.99551 0.95 0.9960502 0.904631897
1636 0.98994 0.97032 0.99554 0.95 0.9960792 0.904898872
1640 0.99 0.97049 0.99557 0.95 0.9961032 0.905161349
1644 0.99006 0.97065 0.9956 0.95 0.9961321 0.905418996
1648 0.99012 0.97082 0.99563 0.95 0.996152 0.905677834
1652 0.99018 0.97098 0.99566 0.95 0.996172 0.905927473
1656 0.99024 0.97115 0.99569 0.95 0.9961979 0.906191851
1660 0.99029 0.97131 0.99572 0.95 0.9962229 0.906436969
1664 0.99035 0.97147 0.99575 0.95 0.9962438 0.906687548
1668 0.99041 0.97163 0.99578 0.95 0.9962698 0.906942811
1672 0.99046 0.97179 0.99581 0.95 0.9962937 0.907187044
1676 0.99052 0.97194 0.99584 0.95 0.9963137 0.907427588
1680 0.99057 0.9721 0.99587 0.95 0.9963347 0.907669255
1684 0.99063 0.97225 0.99589 0.95 0.9963626 0.907907956
1688 0.99068 0.97241 0.99592 0.95 0.9963846 0.908150607
1692 0.99073 0.97256 0.99595 0.95 0.9964035 0.908381129
1696 0.99079 0.97271 0.99598 0.95 0.9964235 0.908621857
1700 0.99084 0.97286 0.996 0.95 0.9964444 0.908845147
1704 0.99089 0.97301 0.99603 0.95 0.9964744 0.909085896
1708 0.99094 0.97315 0.99606 0.95 0.9964953 0.909309035
1712 0.991 0.9733 0.99608 0.95 0.9965133 0.909538951
1716 0.99105 0.97344 0.99611 0.95 0.9965342 0.909762156
1720 0.9911 0.97359 0.99613 0.95 0.9965532 0.909983869
1724 0.99115 0.97373 0.99616 0.95 0.9965742 0.910207228
1728 0.9912 0.97387 0.99618 0.95 0.9965962 0.910422394
1732 0.99125 0.97402 0.99621 0.95 0.9966231 0.910660556
1736 0.9913 0.97416 0.99623 0.95 0.9966421 0.910873042
1740 0.99135 0.97431 0.99626 0.95 0.996662 0.911104874
1744 0.9914 0.97445 0.99628 0.95 0.996682 0.911318333
1748 0.99145 0.97459 0.99631 0.95 0.9967009 0.911539962
1752 0.9915 0.97473 0.99633 0.95 0.9967199 0.911752564
1756 0.99155 0.97487 0.99636 0.95 0.9967399 0.911975261
1760 0.9916 0.97501 0.99638 0.95 0.9967598 0.912188744
1764 0.99164 0.97514 0.9964 0.95 0.9967798 0.91238379
1768 0.99169 0.97528 0.99643 0.95 0.9968078 0.912613901
1772 0.99174 0.97542 0.99645 0.95 0.9968267 0.912826554
1776 0.99179 0.97555 0.99647 0.95 0.9968467 0.913030882
1780 0.99183 0.97568 0.99649 0.95 0.9968637 0.913223282
1784 0.99188 0.97582 0.99652 0.95 0.9968826 0.91344518
1788 0.99192 0.97595 0.99654 0.95 0.9969006 0.913638545
1792 0.99197 0.97608 0.99656 0.95 0.9969265 0.913848386
1796 0.99202 0.97621 0.99658 0.95 0.9969515 0.914057431
1800 0.99206 0.97634 0.99661 0.95 0.9969844 0.914273707
1804 0.99211 0.97647 0.99663 0.95 0.9970114 0.914484645
1808 0.99215 0.9766 0.99665 0.95 0.9970423 0.91468997
1812 0.99219 0.97672 0.99667 0.95 0.9970343 0.914850262
1816 0.99224 0.97685 0.99669 0.95 0.9970393 0.915041086
1820 0.99228 0.97698 0.99671 0.95 0.9970573 0.915234641
1824 0.99232 0.9771 0.99673 0.95 0.9971052 0.915446301
1828 0.99237 0.97722 0.99675 0.95 0.9970872 0.915606705
1832 0.99241 0.97734 0.99677 0.95 0.9970673 0.915756147
1836 0.99245 0.97746 0.99679 0.95 0.9969156 0.915784524
1840 0.99249 0.97758 0.99681 0.95 0.9844841 0.904530354
1844 0.99253 0.9777 0.99683 0.95 0.9869066 0.906922165
1848 0.99257 0.97782 0.99685 0.95 0.9830171 0.903513304
1852 0.99262 0.97794 0.99687 0.95 0.9857137 0.90616682
1856 0.99266 0.97806 0.99689 0.95 0.9873906 0.907874573
1860 0.9927 0.97817 0.99691 0.95 0.9878244 0.908430419
1864 0.99274 0.97829 0.99693 0.95 0.9877647 0.908541788
1868 0.99278 0.9784 0.99695 0.95 0.9880286 0.908941563
1872 0.99281 0.97851 0.99697 0.95 0.989394 0.910345771
1876 0.99285 0.97863 0.99699 0.95 0.9897898 0.910876603
1880 0.99289 0.97874 0.997 0.95 0.9896716 0.910916032
1884 0.99293 0.97885 0.99702 0.95 0.9893414 0.910769411
1888 0.99297 0.97896 0.99704 0.95 0.9896165 0.911180023
1892 0.99301 0.97907 0.99706 0.95 0.9898318 0.911535667
1896 0.99304 0.97918 0.99708 0.95 0.9890321 0.910947345
1900 0.99308 0.97928 0.99709 0.95 0.9886621 0.910745371
1904 0.99312 0.97939 0.99711 0.95 0.9887798 0.911011074
1908 0.99315 0.9795 0.99713 0.95 0.9892564 0.911598378
1912 0.99319 0.9796 0.99715 0.95 0.9899066 0.912345708
1916 0.99323 0.97971 0.99716 0.95 0.9903864 0.912936334
1920 0.99326 0.97981 0.99718 0.95 0.9902799 0.912977223
1924 0.9933 0.97991 0.9972 0.95 0.990264 0.913110825
1928 0.99333 0.98002 0.99721 0.95 0.9902809 0.913265651
1932 0.99337 0.98012 0.99723 0.95 0.9901572 0.91329984
1936 0.9934 0.98022 0.99725 0.95 0.990173 0.913453502
1940 0.99344 0.98032 0.99726 0.95 0.9902856 0.913696528
1944 0.99347 0.98042 0.99728 0.95 0.9903383 0.913884285
1948 0.99351 0.98052 0.99729 0.95 0.9903681 0.914050966
1952 0.99354 0.98062 0.99731 0.95 0.9904338 0.91425077
1956 0.99357 0.98071 0.99733 0.95 0.9903898 0.914340003
1960 0.99361 0.98081 0.99734 0.95 0.9903387 0.914432035
1964 0.99364 0.98091 0.99736 0.95 0.9902628 0.914501126
1968 0.99367 0.981 0.99737 0.95 0.9901968 0.914560858
1972 0.99371 0.9811 0.99739 0.95 0.9903553 0.914855664
1976 0.99374 0.98119 0.9974 0.95 0.9905885 0.915191833
1980 0.99377 0.98128 0.99742 0.95 0.9907271 0.915449833
1984 0.9938 0.98138 0.99743 0.95 0.9908886 0.915729192
1988 0.99383 0.98147 0.99745 0.95 0.9910371 0.915996437
1992 0.99387 0.98156 0.99746 0.95 0.9910331 0.916122791
1996 0.9939 0.98165 0.99748 0.95 0.9910799 0.916296087
2000 0.99393 0.98174 0.99749 0.95 0.9911277 0.916461141
2004 0.99396 0.98183 0.99751 0.95 0.9911277 0.916591199
2008 0.99399 0.98191 0.99752 0.95 0.9911277 0.91670274
2012 0.99402 0.982 0.99753 0.95 0.9911277 0.916823624
2016 0.99405 0.98209 0.99755 0.95 0.9911277 0.916953707
2020 0.99408 0.98217 0.99756 0.95 0.9911277 0.91706527
2024 0.99411 0.98226 0.99758 0.95 0.9911277 0.917195371
2028 0.99414 0.98234 0.99759 0.95 0.9911277 0.917306948
2032 0.99417 0.98243 0.9976 0.95 0.9911277 0.91742787
2036 0.99419 0.98252 0.99762 0.95 0.9911277 0.917548768
2040 0.99422 0.98261 0.99763 0.95 0.9911277 0.917669705
2044 0.99425 0.98269 0.99764 0.95 0.9911277 0.91778131
2048 0.99428 0.98278 0.99766 0.95 0.9911277 0.917911462
2052 0.99431 0.98286 0.99767 0.95 0.9911277 0.918023081
2056 0.99434 0.98294 0.99768 0.95 0.9911277 0.918134707
2060 0.99437 0.98303 0.9977 0.95 0.9911277 0.918264884
2064 0.9944 0.98311 0.99771 0.95 0.9911277 0.918376524
2068 0.99442 0.98319 0.99772 0.95 0.9911277 0.918478935
2072 0.99445 0.98328 0.99773 0.95 0.9911277 0.91859993
2076 0.99448 0.98336 0.99775 0.95 0.9911277 0.918720797
2080 0.99451 0.98344 0.99776 0.95 0.9911277 0.918832464
2084 0.99454 0.98352 0.99777 0.95 0.9911277 0.918944138
2088 0.99456 0.9836 0.99778 0.95 0.9911277 0.919046578
2092 0.99459 0.98368 0.9978 0.95 0.9911277 0.919167476
2096 0.99462 0.98376 0.99781 0.95 0.9911277 0.919279169
2100 0.99464 0.98384 0.99782 0.95 0.9911277 0.919381626
10000 1. 1. 1. 1. 1. 1.
