# %ECSV 0.9
# ---
# datatype:
# - {name: energy, datatype: float64}
# - {name: '1', datatype: float64}
# - {name: '2', datatype: float64}
# - {name: '3', datatype: float64}
# - {name: '4', datatype: float64}
# - {name: '5', datatype: float64}
# - {name: '6', datatype: float64}
# - {name: '7', datatype: float64}
# - {name: '8', datatype: float64}
# - {name: '9', datatype: float64}
# - {name: '10', datatype: float64}
# - {name: '11', datatype: float64}
# - {name: '12', datatype: float64}
# - {name: total, datatype: float64}
# meta: !!omap
# - {author: Hans Moritz Guenther}
# - {ORIGFILE: Output4Ralf.xlsx}
# - {origin: "\n-------- Forwarded Message --------\nSubject: \tRe: Lynx mirror parameters\nDate: \tTue, 14 Aug 2018 20:41:36 -0400\n\
#     From: \tWilliam W. Zhang <William.W.Zhang@nasa.gov>\nTo: \tRalf Heilmann <ralf@space.mit.edu>\n\n\nSee attachment. I think it has\
#     \ what you wanted.\n\n\n============================================================================================================\n\
2.05 179.38 245.04 240.96 201.26 149.27 99.5 59.57 33.73 18.76 10.25 5.62 3.25 1246.59
2.06 230.38 367.26 425.52 423.24 377.16 302.13 213.53 137.21 81.62 44.88 23.75 13.0 2639.68
2.07 233.48 375.25 438.52 440.17 396.01 320.33 228.41 147.75 88.11 48.33 25.43 13.82 2755.61
2.08 236.54 383.21 451.61 457.38 415.42 339.31 244.15 159.05 95.12 52.08 27.25 14.71 2875.83
2.09 239.56 391.12 464.75 474.84 435.34 359.06 260.78 171.15 102.71 56.14 29.21 15.67 3000.33
2.1 215.87 330.16 365.25 344.56 288.61 215.18 140.51 83.39 46.43 24.52 12.78 7.0 2074.26
2.11 183.98 254.73 253.21 212.76 157.54 103.75 60.68 33.26 17.85 9.44 5.04 2.86 1295.1
2.12 195.22 282.17 296.4 267.98 218.67 163.01 110.29 70.65 43.94 26.25 15.35 9.28 1699.21
2.13 226.68 358.8 414.38 413.55 373.71 308.49 229.59 159.56 105.15 64.61 37.8 22.42 2714.74
2.14 232.71 374.26 439.51 446.43 410.94 345.72 262.11 185.24 123.64 76.46 44.73 26.39 2968.14
2.15 238.58 389.58 464.88 480.27 450.11 385.87 298.12 214.47 145.23 90.56 53.05 31.15 3241.87
2.16 244.1 404.2 489.49 513.69 489.6 427.27 336.19 246.19 169.25 106.57 62.59 36.62 3525.76
2.17 246.59 410.84 500.71 528.99 507.72 446.26 353.57 260.53 179.92 113.45 66.51 38.74 3653.83
2.18 249.05 417.45 511.98 544.48 526.21 465.83 371.68 275.64 191.25 120.82 70.72 41.01 3786.12
2.19 251.49 424.03 523.28 560.13 545.06 485.96 390.5 291.51 203.28 128.7 75.22 43.44 3922.6
2.2 253.44 429.33 532.4 572.8 560.35 502.31 405.77 304.34 212.92 134.9 78.66 45.22 4032.44
2.21 255.03 433.64 539.84 583.15 572.85 515.66 418.19 314.67 220.55 139.65 81.19 46.45 4120.87
2.22 256.61 437.96 547.33 593.61 585.54 529.28 430.94 325.35 228.47 144.61 83.82 47.72 4211.24
2.23 258.18 442.25 554.8 604.11 598.36 543.12 443.97 336.33 236.66 149.74 86.53 49.02 4303.07
2.24 259.32 445.39 560.26 611.74 607.6 552.98 453.07 343.76 241.91 152.76 87.91 49.55 4366.25
2.25 260.47 448.54 565.75 619.45 616.97 563.02 462.38 351.38 247.32 155.87 89.33 50.08 4430.56
2.26 261.62 451.7 571.27 627.22 626.46 573.24 471.9 359.22 252.9 159.07 90.79 50.63 4496.02
2.27 262.65 454.55 576.27 634.26 635.04 582.44 480.41 366.14 257.7 161.69 91.87 50.95 4553.97
2.28 263.52 456.96 580.49 640.18 642.21 590.05 487.34 371.58 261.25 163.4 92.38 50.95 4600.31
2.29 264.4 459.39 584.74 646.16 649.48 597.79 494.4 377.16 264.9 165.16 92.9 50.95 4647.43
2.3 265.28 461.83 589.02 652.21 656.85 605.67 501.61 382.87 268.63 166.95 93.43 50.95 4695.3
2.31 266.01 463.86 592.57 657.2 662.88 612.0 507.25 387.11 271.12 167.83 93.4 50.64 4731.87
2.32 266.7 465.75 595.9 661.85 668.48 617.87 512.4 390.89 273.2 168.41 93.18 50.23 4764.86
2.33 267.39 467.67 599.25 666.57 674.17 623.83 517.67 394.76 275.33 169.0 92.96 49.81 4798.41
2.34 268.07 469.58 602.62 671.31 679.92 629.86 523.0 398.68 277.48 169.59 92.73 49.4 4832.24
2.35 268.61 471.06 605.21 674.91 684.16 634.15 526.54 400.91 278.2 169.15 91.9 48.67 4853.47
2.36 269.15 472.56 607.82 678.55 688.48 638.53 530.15 403.2 278.95 168.71 91.07 47.94 4875.11
2.37 269.69 474.07 610.47 682.24 692.87 642.99 533.85 405.54 279.71 168.28 90.24 47.22 4897.17
2.38 270.21 475.5 612.97 685.72 696.99 647.13 537.21 407.55 280.18 167.63 89.29 46.45 4916.83
2.39 270.62 476.64 614.92 688.39 700.04 650.03 539.28 408.33 279.6 166.25 87.93 45.48 4927.51
2.4 271.03 477.78 616.91 691.1 703.16 653.0 541.4 409.15 279.03 164.87 86.58 44.52 4938.53
2.41 271.45 478.94 618.92 693.87 706.34 656.03 543.59 410.0 278.48 163.49 85.24 43.58 4949.93
2.42 271.82 479.95 620.66 696.21 708.97 658.42 545.08 410.19 277.35 161.73 83.71 42.55 4956.64
2.43 272.1 480.71 621.93 697.87 710.71 659.74 545.46 409.31 275.34 159.38 81.86 41.38 4955.79
2.44 272.38 481.48 623.24 699.58 712.49 661.11 545.88 408.46 273.32 157.03 80.04 40.23 4955.24
2.45 272.67 482.27 624.57 701.32 714.33 662.54 546.34 407.62 271.31 154.7 78.25 39.12 4955.04
2.46 272.86 482.79 625.41 702.33 715.18 662.79 545.56 405.6 268.33 151.74 76.15 37.87 4946.61
2.47 272.96 483.02 625.71 702.52 714.96 661.76 543.43 402.31 264.31 148.13 73.73 36.48 4929.32
2.48 273.06 483.26 626.04 702.75 714.78 660.77 541.33 399.02 260.31 144.57 71.38 35.14 4912.41
2.49 273.16 483.52 626.39 703.01 714.64 659.82 539.25 395.75 256.33 141.06 69.09 33.85 4895.87
2.5 272.98 482.95 625.21 700.96 711.42 655.2 533.34 388.89 249.49 135.79 65.93 32.17 4854.33
2.51 272.52 481.57 622.54 696.65 705.21 647.04 523.73 378.65 240.04 128.98 62.06 30.16 4789.15
2.52 272.05 480.19 619.86 692.35 699.01 638.87 514.15 368.48 230.78 122.42 58.39 28.28 4724.83
2.53 271.59 478.81 617.18 688.04 692.79 630.71 504.59 358.4 221.7 116.11 54.91 26.52 4661.35
2.54 266.86 465.21 592.09 650.25 642.76 571.45 443.25 302.45 178.82 90.45 42.25 20.49 4266.33
2.55 256.42 435.79 538.95 572.28 542.81 458.04 332.59 209.58 114.68 55.43 25.75 12.7 3555.02
2.56 254.26 430.33 530.79 563.66 537.4 460.02 344.1 228.6 134.87 70.36 34.51 17.53 3606.43
2.57 261.49 450.41 566.39 614.75 601.2 530.33 410.81 283.64 173.23 92.05 45.11 22.63 4052.04
2.58 266.11 463.43 589.78 648.84 644.53 579.13 458.39 324.26 202.58 109.04 53.4 26.56 4366.05
2.59 267.11 466.21 594.72 655.88 653.18 588.37 466.72 330.53 206.28 110.59 53.86 26.65 4420.1
2.6 268.1 468.99 599.66 662.95 661.9 597.74 475.19 336.93 210.05 112.16 54.32 26.75 4474.74
2.61 269.09 471.77 604.62 670.06 670.7 607.22 483.79 343.46 213.9 113.76 54.79 26.84 4530.0
2.62 269.99 474.31 609.17 676.58 678.75 615.85 491.56 349.22 217.16 114.98 55.06 26.84 4579.47
2.63 270.59 475.98 612.12 680.73 683.7 620.87 495.65 351.67 217.85 114.64 54.55 26.48 4604.83
2.64 271.19 477.67 615.09 684.91 688.71 625.97 499.8 354.15 218.55 114.29 54.05 26.12 4630.5
2.65 271.79 479.36 618.08 689.13 693.78 631.14 504.02 356.68 219.26 113.95 53.55 25.77 4656.51
2.66 272.4 481.06 621.09 693.4 698.91 636.38 508.31 359.25 219.97 113.59 53.05 25.42 4682.83
2.67 272.85 482.31 623.29 696.44 702.44 639.74 510.67 360.06 219.35 112.46 52.19 24.91 4696.71
2.68 273.3 483.57 625.49 699.49 705.97 643.11 513.02 360.85 218.69 111.31 51.33 24.41 4710.54
2.69 273.75 484.83 627.71 702.57 709.55 646.53 515.42 361.65 218.02 110.16 50.48 23.91 4724.58
2.7 274.21 486.11 629.96 705.69 713.19 650.01 517.85 362.47 217.36 109.02 49.64 23.43 4738.94
2.71 274.6 487.19 631.84 708.27 716.11 652.65 519.42 362.49 216.08 107.54 48.66 22.89 4747.74
2.72 274.95 488.18 633.56 710.61 718.71 654.89 520.57 362.12 214.51 105.91 47.62 22.33 4753.96
2.73 275.31 489.19 635.31 712.98 721.35 657.18 521.76 361.75 212.94 104.29 46.61 21.78 4760.45
2.74 275.68 490.2 637.07 715.38 724.04 659.52 522.97 361.39 211.36 102.68 45.61 21.25 4767.15
2.75 276.02 491.15 638.72 717.61 726.49 661.58 523.88 360.74 209.56 100.97 44.58 20.71 4772.01
2.76 276.3 491.93 640.06 719.36 728.31 662.87 523.99 359.36 207.25 99.01 43.46 20.14 4772.04
2.77 276.59 492.73 641.41 721.15 730.16 664.21 524.13 357.99 204.94 97.07 42.36 19.58 4772.32
2.78 276.88 493.53 642.79 722.97 732.06 665.59 524.3 356.62 202.63 95.15 41.29 19.04 4772.85
2.79 277.17 494.35 644.19 724.81 734.0 667.0 524.48 355.25 200.32 93.26 40.24 18.51 4773.58
2.8 277.39 494.95 645.18 726.06 735.12 667.43 523.64 352.96 197.38 91.07 39.09 17.94 4768.21
2.81 277.6 495.52 646.13 727.22 736.13 667.73 522.64 350.51 194.35 88.87 37.94 17.39 4762.03
2.82 277.82 496.1 647.1 728.41 737.18 668.05 521.65 348.05 191.33 86.71 36.83 16.85 4756.08
2.83 278.04 496.7 648.08 729.63 738.26 668.4 520.68 345.6 188.32 84.59 35.75 16.33 4750.38
2.84 278.21 497.15 648.8 730.43 738.78 668.07 518.98 342.49 184.89 82.29 34.61 15.79 4740.49
2.85 278.28 497.31 648.97 730.4 738.16 666.37 515.84 338.12 180.64 79.64 33.35 15.2 4722.28
2.86 278.35 497.48 649.16 730.39 737.57 664.68 512.7 333.75 176.44 77.07 32.14 14.63 4704.36
2.87 278.43 497.67 649.37 730.4 737.01 663.01 509.57 329.39 172.29 74.56 30.96 14.09 4686.75
2.88 278.51 497.86 649.6 730.45 736.47 661.37 506.44 325.03 168.19 72.12 29.84 13.57 4669.45
2.89 277.19 493.94 642.07 718.55 719.78 640.25 483.21 303.46 153.19 64.77 26.77 12.23 4535.41
2.9 275.36 488.54 631.78 702.45 697.49 612.62 453.67 277.2 135.95 56.69 23.46 10.78 4365.99
2.91 270.15 473.63 604.61 662.53 646.97 557.44 404.44 243.23 119.53 50.9 21.54 10.06 4065.03
2.92 273.04 481.95 619.9 685.34 676.54 590.99 436.26 267.5 133.16 56.63 23.76 11.0 4256.07
2.93 275.63 489.42 633.73 706.11 703.7 622.17 466.32 290.96 146.6 62.29 25.92 11.9 4434.75
2.94 276.07 490.68 635.97 709.24 707.32 625.52 468.39 291.21 145.73 61.49 25.49 11.68 4448.79
2.95 276.53 491.96 638.23 712.39 710.98 628.91 470.47 291.47 144.85 60.69 25.06 11.47 4463.01
2.96 276.98 493.23 640.5 715.57 714.68 632.33 472.58 291.72 143.96 59.91 24.65 11.26 4477.37
2.97 277.43 494.52 642.78 718.77 718.4 635.8 474.72 291.97 143.06 59.13 24.24 11.06 4491.88
2.98 277.83 495.63 644.74 721.48 721.47 638.47 476.04 291.52 141.75 58.17 23.76 10.83 4501.69
2.99 278.11 496.42 646.09 723.26 723.28 639.64 475.82 289.79 139.68 56.92 23.18 10.56 4502.75
3.0 278.4 497.21 647.46 725.06 725.13 640.84 475.6 288.05 137.62 55.68 22.61 10.29 4503.95
